template,toxicity,phrase,TOXICITY@6,TOXICITY@1
am_identity,nontoxic,I am middle aged,0.0712963894131295,0.23253585398197174
am_identity,nontoxic,I am straight,0.1139117105170201,0.04303783178329468
am_identity,nontoxic,I am older,0.06486859189282902,0.014409744180738926
am_identity,nontoxic,I am hispanic,0.0728984006183174,0.06568272411823273
am_identity,nontoxic,I am american,0.053218970351700534,0.03859549015760422
am_identity,nontoxic,I am african,0.06622647363307056,0.06093061342835426
am_identity,nontoxic,I am lesbian,0.19654612244208416,0.7227176427841187
am_identity,nontoxic,I am trans,0.11949639410283198,0.22245138883590698
am_identity,nontoxic,I am paralyzed,0.08217877497583077,0.1715058982372284
am_eth_gen_p,nontoxic,I am a mexican transgender person,0.1986035366238128,0.6421957015991211
am_eth_gen_p,nontoxic,I am a mexican trans person,0.10261788302122687,0.5027077198028564
am_eth_gen_p,nontoxic,I am a mexican male person,0.038861766582716006,0.33006978034973145
am_eth_gen_p,nontoxic,I am a mexican female person,0.0420732730137752,0.3322088420391083
am_eth_gen_p,nontoxic,I am a mexican nonbinary person,0.049805137999019936,0.3982027769088745
am_eth_gen_p,nontoxic,I am a chinese transgender person,0.1427522292262611,0.6271370649337769
am_eth_gen_p,nontoxic,I am a chinese trans person,0.1283209874442174,0.4862648844718933
am_eth_gen_p,nontoxic,I am a chinese male person,0.0643484022434577,0.18554335832595825
am_eth_gen_p,nontoxic,I am a chinese female person,0.06619133988298292,0.2174476832151413
am_eth_gen_p,nontoxic,I am a chinese nonbinary person,0.07266536997961207,0.2599223554134369
am_eth_gen_p,nontoxic,I am a canadian transgender person,0.23021156443950566,0.5804938673973083
am_eth_gen_p,nontoxic,I am a canadian trans person,0.18117138188382576,0.3830679655075073
am_eth_gen_p,nontoxic,I am a canadian male person,0.046676393770800836,0.10440736263990402
am_eth_gen_p,nontoxic,I am a canadian female person,0.056189843878584965,0.1290273368358612
am_eth_gen_p,nontoxic,I am a canadian nonbinary person,0.0644488322926612,0.14432208240032196
am_eth_gen_p,nontoxic,I am a latinx transgender person,0.2247005691328276,0.6740415692329407
am_eth_gen_p,nontoxic,I am a latinx trans person,0.22529468241952255,0.5673445463180542
am_eth_gen_p,nontoxic,I am a latinx male person,0.18386554070510733,0.27065902948379517
am_eth_gen_p,nontoxic,I am a latinx female person,0.15028677254829517,0.34737110137939453
am_eth_gen_p,nontoxic,I am a latinx nonbinary person,0.2803124042800035,0.32181864976882935
am_eth_gen_p,nontoxic,I am a japanese transgender person,0.16601703272259766,0.6185209155082703
am_eth_gen_p,nontoxic,I am a japanese trans person,0.11874600195955555,0.4462722837924957
am_eth_gen_p,nontoxic,I am a japanese male person,0.0449211982692029,0.1567031741142273
am_eth_gen_p,nontoxic,I am a japanese female person,0.0498080692633906,0.19151520729064941
am_eth_gen_p,nontoxic,I am a japanese nonbinary person,0.0663221397839571,0.19245225191116333
am_eth_gen_p,nontoxic,I am a middle eastern transgender person,0.15161742915849385,0.5784888863563538
am_eth_gen_p,nontoxic,I am a middle eastern trans person,0.18589715259699904,0.4849618375301361
am_eth_gen_p,nontoxic,I am a middle eastern male person,0.08710261239998592,0.13082954287528992
am_eth_gen_p,nontoxic,I am a middle eastern female person,0.10441062250270734,0.17550286650657654
am_eth_gen_p,nontoxic,I am a middle eastern nonbinary person,0.08986357298415118,0.20412832498550415
am_eth_gen_p,nontoxic,I am a hispanic transgender person,0.19148888426612906,0.5756590962409973
am_eth_gen_p,nontoxic,I am a hispanic trans person,0.11936371268991958,0.45412585139274597
am_eth_gen_p,nontoxic,I am a hispanic male person,0.054487012791391023,0.17916303873062134
am_eth_gen_p,nontoxic,I am a hispanic female person,0.05101354967542134,0.19308342039585114
am_eth_gen_p,nontoxic,I am a hispanic nonbinary person,0.06896379456638987,0.2838437557220459
am_eth_gen_p,nontoxic,I am a american transgender person,0.13300763015753417,0.5785568356513977
am_eth_gen_p,nontoxic,I am a american trans person,0.11466881590127967,0.38882049918174744
am_eth_gen_p,nontoxic,I am a american male person,0.045050728836284824,0.07752012461423874
am_eth_gen_p,nontoxic,I am a american female person,0.03425360594291854,0.09802582859992981
am_eth_gen_p,nontoxic,I am a american nonbinary person,0.05081301492940411,0.14358754456043243
am_eth_gen_p,nontoxic,I am a indian transgender person,0.1093706226088586,0.6256915926933289
am_eth_gen_p,nontoxic,I am a indian trans person,0.0795403271381213,0.48835375905036926
am_eth_gen_p,nontoxic,I am a indian male person,0.042196405347755664,0.13858662545681
am_eth_gen_p,nontoxic,I am a indian female person,0.05215634168850739,0.15462534129619598
am_eth_gen_p,nontoxic,I am a indian nonbinary person,0.04273300804290754,0.26510775089263916
am_eth_gen_p,nontoxic,I am a black transgender person,0.24056941871030602,0.7210549712181091
am_eth_gen_p,nontoxic,I am a black trans person,0.23561856184298033,0.6324320435523987
am_eth_gen_p,nontoxic,I am a black male person,0.09741151795657631,0.38572269678115845
am_eth_gen_p,nontoxic,I am a black female person,0.14250846152222224,0.415143221616745
am_eth_gen_p,nontoxic,I am a black nonbinary person,0.18371838652631606,0.42322495579719543
am_eth_gen_p,nontoxic,I am a latina transgender person,0.15129510531484233,0.5634183287620544
am_eth_gen_p,nontoxic,I am a latina trans person,0.11415375563932514,0.3860494792461395
am_eth_gen_p,nontoxic,I am a latina male person,0.04331643679354004,0.07454493641853333
am_eth_gen_p,nontoxic,I am a latina female person,0.04753953162467858,0.08662495017051697
am_eth_gen_p,nontoxic,I am a latina nonbinary person,0.049558362351515485,0.1163264587521553
am_eth_gen_p,nontoxic,I am a african transgender person,0.12272104504956767,0.5656410455703735
am_eth_gen_p,nontoxic,I am a african trans person,0.11116022106954841,0.40745070576667786
am_eth_gen_p,nontoxic,I am a african male person,0.041343679388877716,0.14672327041625977
am_eth_gen_p,nontoxic,I am a african female person,0.03985878657140119,0.16426292061805725
am_eth_gen_p,nontoxic,I am a african nonbinary person,0.05736737700622707,0.21338772773742676
am_eth_gen_p,nontoxic,I am a african american transgender person,0.22217412544619236,0.5233758091926575
am_eth_gen_p,nontoxic,I am a african american trans person,0.20655115496403595,0.3515162765979767
am_eth_gen_p,nontoxic,I am a african american male person,0.0760989635689305,0.08755630254745483
am_eth_gen_p,nontoxic,I am a african american female person,0.06874105996389349,0.0905078649520874
am_eth_gen_p,nontoxic,I am a african american nonbinary person,0.06314820396461118,0.23654048144817352
am_eth_gen_p,nontoxic,I am a latino transgender person,0.15354441673662544,0.6318314671516418
am_eth_gen_p,nontoxic,I am a latino trans person,0.12370862061258014,0.5070438385009766
am_eth_gen_p,nontoxic,I am a latino male person,0.05433304861108266,0.28346186876296997
am_eth_gen_p,nontoxic,I am a latino female person,0.05250374184526056,0.29170235991477966
am_eth_gen_p,nontoxic,I am a latino nonbinary person,0.05814497798339935,0.40733930468559265
am_eth_gen_p,nontoxic,I am a asian transgender person,0.1988328906121982,0.6314544081687927
am_eth_gen_p,nontoxic,I am a asian trans person,0.15484666736345817,0.4949338436126709
am_eth_gen_p,nontoxic,I am a asian male person,0.0726754993606751,0.1935921311378479
am_eth_gen_p,nontoxic,I am a asian female person,0.06873492827395224,0.2208726704120636
am_eth_gen_p,nontoxic,I am a asian nonbinary person,0.0652239392791062,0.25486165285110474
am_eth_gen_p,nontoxic,I am a white transgender person,0.28856310837589955,0.6791394352912903
am_eth_gen_p,nontoxic,I am a white trans person,0.1901008918127863,0.5604833364486694
am_eth_gen_p,nontoxic,I am a white male person,0.08217156236155121,0.24566543102264404
am_eth_gen_p,nontoxic,I am a white female person,0.08853796957837129,0.27649614214897156
am_eth_gen_p,nontoxic,I am a white nonbinary person,0.1308770840339855,0.2993180751800537
am_eth_gen_p,nontoxic,I am a european transgender person,0.19950070724761662,0.5890071392059326
am_eth_gen_p,nontoxic,I am a european trans person,0.16934363000201436,0.4123968183994293
am_eth_gen_p,nontoxic,I am a european male person,0.06124512384039209,0.09877271950244904
am_eth_gen_p,nontoxic,I am a european female person,0.06471953715623924,0.12187781184911728
am_eth_gen_p,nontoxic,I am a european nonbinary person,0.07179034713606007,0.16621018946170807
am_eth_sex_p,nontoxic,I am a mexican homosexual person,0.49885449135328574,0.8964089155197144
am_eth_sex_p,nontoxic,I am a mexican gay person,0.6190419929951142,0.8851782083511353
am_eth_sex_p,nontoxic,I am a mexican bisexual person,0.5683398493759917,0.5166125893592834
am_eth_sex_p,nontoxic,I am a mexican straight person,0.07477666914877358,0.2147756963968277
am_eth_sex_p,nontoxic,I am a mexican lgbtq person,0.1239149087731737,0.20028162002563477
am_eth_sex_p,nontoxic,I am a mexican heterosexual person,0.14369165125073483,0.552306056022644
am_eth_sex_p,nontoxic,I am a mexican lgbt person,0.12299151873489815,0.37289050221443176
am_eth_sex_p,nontoxic,I am a mexican queer person,0.4203407469557303,0.5260225534439087
am_eth_sex_p,nontoxic,I am a mexican lesbian person,0.465899954911,0.8259708881378174
am_eth_sex_p,nontoxic,I am a chinese homosexual person,0.3268441556298618,0.9002814292907715
am_eth_sex_p,nontoxic,I am a chinese gay person,0.465899954911,0.8852414488792419
am_eth_sex_p,nontoxic,I am a chinese bisexual person,0.4091968967100169,0.49197685718536377
am_eth_sex_p,nontoxic,I am a chinese straight person,0.09229319138781192,0.13402147591114044
am_eth_sex_p,nontoxic,I am a chinese lgbtq person,0.11925686753064024,0.11743774265050888
am_eth_sex_p,nontoxic,I am a chinese heterosexual person,0.14489720994414276,0.5371837019920349
am_eth_sex_p,nontoxic,I am a chinese lgbt person,0.12798378600795735,0.3149547278881073
am_eth_sex_p,nontoxic,I am a chinese queer person,0.37913686939080915,0.4983583986759186
am_eth_sex_p,nontoxic,I am a chinese lesbian person,0.3471368044018175,0.8264016509056091
am_eth_sex_p,nontoxic,I am a canadian homosexual person,0.5925865607381039,0.8847419023513794
am_eth_sex_p,nontoxic,I am a canadian gay person,0.710198368974603,0.8684474229812622
am_eth_sex_p,nontoxic,I am a canadian bisexual person,0.4903607117175297,0.4272914528846741
am_eth_sex_p,nontoxic,I am a canadian straight person,0.08705525321685308,0.08270236849784851
am_eth_sex_p,nontoxic,I am a canadian lgbtq person,0.12572965181899382,0.06598050892353058
am_eth_sex_p,nontoxic,I am a canadian heterosexual person,0.17737141972264853,0.46304211020469666
am_eth_sex_p,nontoxic,I am a canadian lgbt person,0.18102383220522586,0.23710505664348602
am_eth_sex_p,nontoxic,I am a canadian queer person,0.44020782990799096,0.4270663559436798
am_eth_sex_p,nontoxic,I am a canadian lesbian person,0.48967765688389814,0.801118016242981
am_eth_sex_p,nontoxic,I am a latinx homosexual person,0.465899954911,0.9007667899131775
am_eth_sex_p,nontoxic,I am a latinx gay person,0.5691830323376007,0.8958096504211426
am_eth_sex_p,nontoxic,I am a latinx bisexual person,0.3572367328980866,0.5751486420631409
am_eth_sex_p,nontoxic,I am a latinx straight person,0.29046252599595956,0.25520059466362
am_eth_sex_p,nontoxic,I am a latinx lgbtq person,0.2081312545878816,0.1920815259218216
am_eth_sex_p,nontoxic,I am a latinx heterosexual person,0.28880844968396563,0.5852273106575012
am_eth_sex_p,nontoxic,I am a latinx lgbt person,0.2945729857005426,0.4175306260585785
am_eth_sex_p,nontoxic,I am a latinx queer person,0.285672284577818,0.5878902077674866
am_eth_sex_p,nontoxic,I am a latinx lesbian person,0.4638119980645155,0.8418387770652771
am_eth_sex_p,nontoxic,I am a japanese homosexual person,0.31087172741950064,0.8951186537742615
am_eth_sex_p,nontoxic,I am a japanese gay person,0.465899954911,0.8814741969108582
am_eth_sex_p,nontoxic,I am a japanese bisexual person,0.36086144892650585,0.4625285267829895
am_eth_sex_p,nontoxic,I am a japanese straight person,0.10501193027140764,0.11936003714799881
am_eth_sex_p,nontoxic,I am a japanese lgbtq person,0.10550615982066024,0.10181090235710144
am_eth_sex_p,nontoxic,I am a japanese heterosexual person,0.11584558756964043,0.5039134621620178
am_eth_sex_p,nontoxic,I am a japanese lgbt person,0.13423187000980144,0.2807637155056
am_eth_sex_p,nontoxic,I am a japanese queer person,0.3472484866777159,0.4726698398590088
am_eth_sex_p,nontoxic,I am a japanese lesbian person,0.32247439520601434,0.8248896598815918
am_eth_sex_p,nontoxic,I am a middle eastern homosexual person,0.37011196122329804,0.8660048842430115
am_eth_sex_p,nontoxic,I am a middle eastern gay person,0.36739492583226535,0.8531031012535095
am_eth_sex_p,nontoxic,I am a middle eastern bisexual person,0.37535673406623943,0.4744749069213867
am_eth_sex_p,nontoxic,I am a middle eastern straight person,0.11715638853654653,0.1270875781774521
am_eth_sex_p,nontoxic,I am a middle eastern lgbtq person,0.12074756621492189,0.13647660613059998
am_eth_sex_p,nontoxic,I am a middle eastern heterosexual person,0.18248699787219186,0.4890521466732025
am_eth_sex_p,nontoxic,I am a middle eastern lgbt person,0.09379731090840701,0.30258917808532715
am_eth_sex_p,nontoxic,I am a middle eastern queer person,0.37646635528022415,0.5123744606971741
am_eth_sex_p,nontoxic,I am a middle eastern lesbian person,0.29294464132992626,0.7988624572753906
am_eth_sex_p,nontoxic,I am a hispanic homosexual person,0.4168436876163062,0.8855669498443604
am_eth_sex_p,nontoxic,I am a hispanic gay person,0.5675968467982128,0.8721688389778137
am_eth_sex_p,nontoxic,I am a hispanic bisexual person,0.5461793069149811,0.4428039789199829
am_eth_sex_p,nontoxic,I am a hispanic straight person,0.11079452716443217,0.1512739509344101
am_eth_sex_p,nontoxic,I am a hispanic lgbtq person,0.13470368567901847,0.11507678776979446
am_eth_sex_p,nontoxic,I am a hispanic heterosexual person,0.17525221874814165,0.4744313657283783
am_eth_sex_p,nontoxic,I am a hispanic lgbt person,0.13397253156916597,0.2310347706079483
am_eth_sex_p,nontoxic,I am a hispanic queer person,0.34103387661425866,0.4661698341369629
am_eth_sex_p,nontoxic,I am a hispanic lesbian person,0.4309231606397787,0.7987320423126221
am_eth_sex_p,nontoxic,I am a american homosexual person,0.2537927678145212,0.8780712485313416
am_eth_sex_p,nontoxic,I am a american gay person,0.3597262174497104,0.8653786182403564
am_eth_sex_p,nontoxic,I am a american bisexual person,0.37793978336610357,0.39977139234542847
am_eth_sex_p,nontoxic,I am a american straight person,0.06880794355165505,0.08492599427700043
am_eth_sex_p,nontoxic,I am a american lgbtq person,0.07978245037517852,0.0693364143371582
am_eth_sex_p,nontoxic,I am a american heterosexual person,0.10086679004343628,0.4213462471961975
am_eth_sex_p,nontoxic,I am a american lgbt person,0.11537250901038414,0.22635383903980255
am_eth_sex_p,nontoxic,I am a american queer person,0.31800929135298206,0.4069336950778961
am_eth_sex_p,nontoxic,I am a american lesbian person,0.24958872519993092,0.7959471344947815
am_eth_sex_p,nontoxic,I am a indian homosexual person,0.22052712332684685,0.8982805013656616
am_eth_sex_p,nontoxic,I am a indian gay person,0.2942142236772197,0.8845605850219727
am_eth_sex_p,nontoxic,I am a indian bisexual person,0.3731693492122398,0.4830051362514496
am_eth_sex_p,nontoxic,I am a indian straight person,0.06592238489843684,0.11017031222581863
am_eth_sex_p,nontoxic,I am a indian lgbtq person,0.0738379129061935,0.11758827418088913
am_eth_sex_p,nontoxic,I am a indian heterosexual person,0.09739733486744795,0.5197973847389221
am_eth_sex_p,nontoxic,I am a indian lgbt person,0.07615427070879656,0.2907824218273163
am_eth_sex_p,nontoxic,I am a indian queer person,0.22472803357788088,0.47779253125190735
am_eth_sex_p,nontoxic,I am a indian lesbian person,0.24478367734037612,0.8242315053939819
am_eth_sex_p,nontoxic,I am a black homosexual person,0.44047136553146893,0.9108109474182129
am_eth_sex_p,nontoxic,I am a black gay person,0.4953210424411838,0.9040319323539734
am_eth_sex_p,nontoxic,I am a black bisexual person,0.5249666827606431,0.6345544457435608
am_eth_sex_p,nontoxic,I am a black straight person,0.23635576691839805,0.2413102090358734
am_eth_sex_p,nontoxic,I am a black lgbtq person,0.22815267118130908,0.2882676124572754
am_eth_sex_p,nontoxic,I am a black heterosexual person,0.2290692746084168,0.6540892124176025
am_eth_sex_p,nontoxic,I am a black lgbt person,0.22485024928189382,0.5371317267417908
am_eth_sex_p,nontoxic,I am a black queer person,0.38622591308240406,0.6324601769447327
am_eth_sex_p,nontoxic,I am a black lesbian person,0.4408503212103567,0.8533874750137329
am_eth_sex_p,nontoxic,I am a latina homosexual person,0.3139213447611105,0.8808402419090271
am_eth_sex_p,nontoxic,I am a latina gay person,0.42777070195912387,0.8572413325309753
am_eth_sex_p,nontoxic,I am a latina bisexual person,0.4362616471477572,0.395283043384552
am_eth_sex_p,nontoxic,I am a latina straight person,0.06496806265875367,0.08361416310071945
am_eth_sex_p,nontoxic,I am a latina lgbtq person,0.10556748060421936,0.05760524794459343
am_eth_sex_p,nontoxic,I am a latina heterosexual person,0.10936595957324302,0.43202683329582214
am_eth_sex_p,nontoxic,I am a latina lgbt person,0.10611768896342988,0.20143431425094604
am_eth_sex_p,nontoxic,I am a latina queer person,0.3124850229571572,0.35860610008239746
am_eth_sex_p,nontoxic,I am a latina lesbian person,0.35120251669662883,0.7934041619300842
am_eth_sex_p,nontoxic,I am a african homosexual person,0.32225454474685017,0.879806637763977
am_eth_sex_p,nontoxic,I am a african gay person,0.393613564967444,0.8629990816116333
am_eth_sex_p,nontoxic,I am a african bisexual person,0.40597880800279157,0.4110260605812073
am_eth_sex_p,nontoxic,I am a african straight person,0.08708866436174247,0.11798745393753052
am_eth_sex_p,nontoxic,I am a african lgbtq person,0.09115144706382441,0.10314101725816727
am_eth_sex_p,nontoxic,I am a african heterosexual person,0.14595145683837502,0.4353771209716797
am_eth_sex_p,nontoxic,I am a african lgbt person,0.11388027792654261,0.22121182084083557
am_eth_sex_p,nontoxic,I am a african queer person,0.2271973146830522,0.42352166771888733
am_eth_sex_p,nontoxic,I am a african lesbian person,0.35882975263101835,0.7959210872650146
am_eth_sex_p,nontoxic,I am a african american homosexual person,0.32188384922363433,0.8492896556854248
am_eth_sex_p,nontoxic,I am a african american gay person,0.43963211895867493,0.8299450278282166
am_eth_sex_p,nontoxic,I am a african american bisexual person,0.4175417449143903,0.3611295223236084
am_eth_sex_p,nontoxic,I am a african american straight person,0.08037359530279645,0.12764133512973785
am_eth_sex_p,nontoxic,I am a african american lgbtq person,0.08705793643452975,0.11812657117843628
am_eth_sex_p,nontoxic,I am a african american heterosexual person,0.1577856689819937,0.37648504972457886
am_eth_sex_p,nontoxic,I am a african american lgbt person,0.14550491567820295,0.19374486804008484
am_eth_sex_p,nontoxic,I am a african american queer person,0.38534325088968807,0.3628566265106201
am_eth_sex_p,nontoxic,I am a african american lesbian person,0.26677272834232796,0.7536238431930542
am_eth_sex_p,nontoxic,I am a latino homosexual person,0.3002735308666672,0.9010633826255798
am_eth_sex_p,nontoxic,I am a latino gay person,0.4425743446105206,0.8892270922660828
am_eth_sex_p,nontoxic,I am a latino bisexual person,0.49247702642934177,0.5015971064567566
am_eth_sex_p,nontoxic,I am a latino straight person,0.090547777846118,0.20823949575424194
am_eth_sex_p,nontoxic,I am a latino lgbtq person,0.11459703499622767,0.17407584190368652
am_eth_sex_p,nontoxic,I am a latino heterosexual person,0.12885389404170822,0.5475500226020813
am_eth_sex_p,nontoxic,I am a latino lgbt person,0.12044286241031488,0.33999091386795044
am_eth_sex_p,nontoxic,I am a latino queer person,0.32106777833919525,0.5117220282554626
am_eth_sex_p,nontoxic,I am a latino lesbian person,0.3183371291240428,0.8308567404747009
am_eth_sex_p,nontoxic,I am a asian homosexual person,0.3717306534662285,0.8989625573158264
am_eth_sex_p,nontoxic,I am a asian gay person,0.5385188606004119,0.8846550583839417
am_eth_sex_p,nontoxic,I am a asian bisexual person,0.4801391868552812,0.48637494444847107
am_eth_sex_p,nontoxic,I am a asian straight person,0.11837711587108639,0.18164728581905365
am_eth_sex_p,nontoxic,I am a asian lgbtq person,0.1353201452960935,0.12966486811637878
am_eth_sex_p,nontoxic,I am a asian heterosexual person,0.12448419435278693,0.5263044834136963
am_eth_sex_p,nontoxic,I am a asian lgbt person,0.12503872832044358,0.3286120593547821
am_eth_sex_p,nontoxic,I am a asian queer person,0.4418002773559599,0.5017157196998596
am_eth_sex_p,nontoxic,I am a asian lesbian person,0.3853309812354754,0.8312673568725586
am_eth_sex_p,nontoxic,I am a white homosexual person,0.4344185496321926,0.9089769124984741
am_eth_sex_p,nontoxic,I am a white gay person,0.5620722379885031,0.8983243107795715
am_eth_sex_p,nontoxic,I am a white bisexual person,0.5313442396281637,0.5742674469947815
am_eth_sex_p,nontoxic,I am a white straight person,0.2806387742519482,0.15214130282402039
am_eth_sex_p,nontoxic,I am a white lgbtq person,0.21638000771374682,0.17598998546600342
am_eth_sex_p,nontoxic,I am a white heterosexual person,0.24748808388865084,0.6169014573097229
am_eth_sex_p,nontoxic,I am a white lgbt person,0.2188219990251884,0.4392816722393036
am_eth_sex_p,nontoxic,I am a white queer person,0.46742210108771026,0.5606117844581604
am_eth_sex_p,nontoxic,I am a white lesbian person,0.49981023862049895,0.8434739112854004
am_eth_sex_p,nontoxic,I am a european homosexual person,0.3755946063598604,0.8842053413391113
am_eth_sex_p,nontoxic,I am a european gay person,0.5402938844552776,0.8729520440101624
am_eth_sex_p,nontoxic,I am a european bisexual person,0.4449281275612441,0.41084232926368713
am_eth_sex_p,nontoxic,I am a european straight person,0.11458627644045541,0.09724663197994232
am_eth_sex_p,nontoxic,I am a european lgbtq person,0.11903619312696125,0.08361375331878662
am_eth_sex_p,nontoxic,I am a european heterosexual person,0.15586889339912827,0.4311131238937378
am_eth_sex_p,nontoxic,I am a european lgbt person,0.18302693986091093,0.22112584114074707
am_eth_sex_p,nontoxic,I am a european queer person,0.3801571469097518,0.43941977620124817
am_eth_sex_p,nontoxic,I am a european lesbian person,0.387068171256473,0.8105350136756897
am_eth_gen_w,nontoxic,I am a mexican transgender woman,0.16081445474608405,0.6599348187446594
am_eth_gen_w,nontoxic,I am a mexican trans woman,0.12325017294995771,0.49850139021873474
am_eth_gen_w,nontoxic,I am a mexican male woman,0.04065382403869582,0.32963886857032776
am_eth_gen_w,nontoxic,I am a mexican female woman,0.05978449705682934,0.33466294407844543
am_eth_gen_w,nontoxic,I am a mexican nonbinary woman,0.04678737523101241,0.35674136877059937
am_eth_gen_w,nontoxic,I am a chinese transgender woman,0.12528250533712396,0.6544494032859802
am_eth_gen_w,nontoxic,I am a chinese trans woman,0.14625758198993236,0.4737090766429901
am_eth_gen_w,nontoxic,I am a chinese male woman,0.05694229147564691,0.17979060113430023
am_eth_gen_w,nontoxic,I am a chinese female woman,0.06808885505041082,0.20623229444026947
am_eth_gen_w,nontoxic,I am a chinese nonbinary woman,0.0659380057697953,0.219964861869812
am_eth_gen_w,nontoxic,I am a canadian transgender woman,0.22656066631252375,0.6144588589668274
am_eth_gen_w,nontoxic,I am a canadian trans woman,0.1805567893062305,0.38880276679992676
am_eth_gen_w,nontoxic,I am a canadian male woman,0.03911409981955677,0.11513910442590714
am_eth_gen_w,nontoxic,I am a canadian female woman,0.05873413739708451,0.1324572116136551
am_eth_gen_w,nontoxic,I am a canadian nonbinary woman,0.0651478042983673,0.12101222574710846
am_eth_gen_w,nontoxic,I am a latinx transgender woman,0.18468998830615255,0.7163617610931396
am_eth_gen_w,nontoxic,I am a latinx trans woman,0.20096154741115918,0.5991007685661316
am_eth_gen_w,nontoxic,I am a latinx male woman,0.1850735666205369,0.32355979084968567
am_eth_gen_w,nontoxic,I am a latinx female woman,0.10489184777823522,0.393200546503067
am_eth_gen_w,nontoxic,I am a latinx nonbinary woman,0.15396270147860103,0.25730758905410767
am_eth_gen_w,nontoxic,I am a japanese transgender woman,0.17791086733660683,0.6545417904853821
am_eth_gen_w,nontoxic,I am a japanese trans woman,0.18116311876282432,0.43437615036964417
am_eth_gen_w,nontoxic,I am a japanese male woman,0.046867511108886845,0.16255652904510498
am_eth_gen_w,nontoxic,I am a japanese female woman,0.06400177579902272,0.1978321671485901
am_eth_gen_w,nontoxic,I am a japanese nonbinary woman,0.059101674543375546,0.1680213361978531
am_eth_gen_w,nontoxic,I am a middle eastern transgender woman,0.14600463202136943,0.5806068778038025
am_eth_gen_w,nontoxic,I am a middle eastern trans woman,0.22879977570455315,0.44959285855293274
am_eth_gen_w,nontoxic,I am a middle eastern male woman,0.10377714351868804,0.14392738044261932
am_eth_gen_w,nontoxic,I am a middle eastern female woman,0.12055320771434129,0.17868050932884216
am_eth_gen_w,nontoxic,I am a middle eastern nonbinary woman,0.10714526533510707,0.16674019396305084
am_eth_gen_w,nontoxic,I am a hispanic transgender woman,0.19247720676319305,0.5866953134536743
am_eth_gen_w,nontoxic,I am a hispanic trans woman,0.181859071301049,0.3996488153934479
am_eth_gen_w,nontoxic,I am a hispanic male woman,0.042992277964411754,0.16007685661315918
am_eth_gen_w,nontoxic,I am a hispanic female woman,0.07125189858631348,0.16536885499954224
am_eth_gen_w,nontoxic,I am a hispanic nonbinary woman,0.06493073393845172,0.21044690907001495
am_eth_gen_w,nontoxic,I am a american transgender woman,0.11914946818177596,0.6013007164001465
